"Saison";"Passage...Année";"Résultat...Code.paramètre";"Lieu.de.surveillance...Libellé";"Mean";"Med";"Qone";"Qthree"
"Winter";2013;"SALI";"Antifer";31.1333333333333;31.1;30.5;31.75
"Winter";2013;"SALI";"At so";32.4333333333333;32.3;32.15;32.65
"Winter";2013;"SALI";"Cabourg";32.15;32.35;31.55;32.95
"Winter";2013;"SALI";"Digue de Querqueville";34;34.4;33.45;34.75
"Winter";2013;"SALI";"Donville";33.8;33.5;33.2;34.25
"Winter";2013;"SALI";"Géfosse";33.55;33.55;33.325;33.775
"Winter";2013;"SALI";"StCast_Hebihens";34.8216666666667;34.87;34.765;34.975
"Winter";2013;"SIOH";"Antifer";22.0666666666667;20.3;17.5;25.75
"Winter";2013;"SIOH";"At so";17.6666666666667;18.3;15.8;19.85
"Winter";2013;"SIOH";"Cabourg";20.7;22.8;19.1;23.35
"Winter";2013;"SIOH";"Digue de Querqueville";7.00333333333333;5.74;5.105;8.27
"Winter";2013;"SIOH";"Donville";14.25;15.5;11.675;17.45
"Winter";2013;"SIOH";"Géfosse";13.15;13.15;12.525;13.775
"Winter";2013;"SIOH";"StCast_Hebihens";6.6;7;6.35;7.05
"Winter";2013;"TEMP";"Antifer";9.51;9.16;8.73;10.115
"Winter";2013;"TEMP";"At so";8.3;8.3;8.05;8.55
"Winter";2013;"TEMP";"Cabourg";8.735;8.78;7.98;9.535
"Winter";2013;"TEMP";"Digue de Querqueville";9.98333333333333;9.77;9.435;10.425
"Winter";2013;"TEMP";"Donville";8.72333333333333;8.7;8.56;8.875
"Winter";2013;"TEMP";"Géfosse";9.2;9.2;8.915;9.485
"Winter";2013;"TEMP";"StCast_Hebihens";9.77833333333333;9.915;9.3025;10.1675
"Winter";2013;"TURB";"Antifer";4.36666666666667;3.4;3.15;5.1
"Winter";2013;"TURB";"At so";14.6666666666667;16.2;13.25;16.85
"Winter";2013;"TURB";"Cabourg";3.9;3.8;3.2;4.5
"Winter";2013;"TURB";"Digue de Querqueville";2.2;1.5;1.3;2.75
"Winter";2013;"TURB";"Donville";12.0666666666667;17;9.1;17.5
"Winter";2013;"TURB";"Géfosse";3.2;3.2;2.7;3.7
"Winter";2013;"TURB";"StCast_Hebihens";6.08333333333333;5.75;3.775;7.275
"Winter";2014;"NH4";"Antifer";1.02133333333333;0.774;0.437;1.482
"Winter";2014;"NH4";"At so";0.225;0.225;0.1875;0.2625
"Winter";2014;"NH4";"Cabourg";1.54733333333333;1.2;1.081;1.84
"Winter";2014;"NH4";"Digue de Querqueville";0.561333333333333;0.354;0.327;0.692
"Winter";2014;"NH4";"Donville";0.718;0.3;0.252;0.975
"Winter";2014;"NH4";"Géfosse";1.007;0.676;0.5455;1.303
"Winter";2014;"NH4";"StCast_Hebihens";0.313333333333333;0.18;0.135;0.425
"Winter";2014;"NO3+NO2";"Antifer";70.8;77.9;49.2;95.95
"Winter";2014;"NO3+NO2";"At so";28.25;28.25;26.625;29.875
"Winter";2014;"NO3+NO2";"Cabourg";49.9666666666667;52.2;48.15;52.9
"Winter";2014;"NO3+NO2";"Digue de Querqueville";14.4;14.9;12.65;16.4
"Winter";2014;"NO3+NO2";"Donville";21.89;17.2;12.735;28.7
"Winter";2014;"NO3+NO2";"Géfosse";28.3;27.6;21.65;34.6
"Winter";2014;"NO3+NO2";"StCast_Hebihens";14.0666666666667;14;12.05;16.05
"Winter";2014;"OXYGENE";"Antifer";9.375;9.65;9.025;10
"Winter";2014;"OXYGENE";"At so";10.02;10.02;9.755;10.285
"Winter";2014;"OXYGENE";"Cabourg";9.31666666666667;9.35;9.125;9.575
"Winter";2014;"OXYGENE";"Digue de Querqueville";8.96666666666667;9;8.8;9.15
"Winter";2014;"OXYGENE";"Donville";8.96666666666667;9;8.6;9.35
"Winter";2014;"OXYGENE";"Géfosse";9.21;8.9;8.865;9.4
"Winter";2014;"OXYGENE";"StCast_Hebihens";8.86166666666667;9.005;8.5375;9.2775
"Winter";2014;"PO4";"Antifer";1.14333333333333;1.27;1.01;1.34
"Winter";2014;"PO4";"At so";0.66;0.66;0.6;0.72
"Winter";2014;"PO4";"Cabourg";1.12466666666667;1.13;1.057;1.195
"Winter";2014;"PO4";"Digue de Querqueville";0.585666666666667;0.597;0.5735;0.6035
"Winter";2014;"PO4";"Donville";0.741;0.623;0.5615;0.8615
"Winter";2014;"PO4";"Géfosse";0.810666666666667;0.843;0.7765;0.861
"Winter";2014;"PO4";"StCast_Hebihens";0.536666666666667;0.55;0.515;0.565
"Winter";2014;"SALI";"Antifer";29.575;29.85;27.85;31.575
"Winter";2014;"SALI";"At so";32.85;32.85;32.825;32.875
"Winter";2014;"SALI";"Cabourg";31.3333333333333;31.15;30.925;31.6
"Winter";2014;"SALI";"Digue de Querqueville";34.4666666666667;34.4;34.3;34.6
"Winter";2014;"SALI";"Donville";34.3;35;33.9;35.05
"Winter";2014;"SALI";"Géfosse";32.7333333333333;33;32.4;33.2
"Winter";2014;"SALI";"StCast_Hebihens";34.5628571428571;34.8;34.67;34.86
"Winter";2014;"SIOH";"Antifer";35.3333333333333;39.3;25.35;47.3
"Winter";2014;"SIOH";"At so";16.2;16.2;13.5;18.9
"Winter";2014;"SIOH";"Cabourg";28.2;28.6;27.45;29.15
"Winter";2014;"SIOH";"Digue de Querqueville";6.97;6.32;5.96;7.655
"Winter";2014;"SIOH";"Donville";13.5233333333333;8.92;7.285;17.46
"Winter";2014;"SIOH";"Géfosse";17.7;17.9;15.85;19.65
"Winter";2014;"SIOH";"StCast_Hebihens";7.5;7.2;7;7.85
"Winter";2014;"TEMP";"Antifer";8.075;7.295;6.42;8.95
"Winter";2014;"TEMP";"At so";7.2;7.2;6.75;7.65
"Winter";2014;"TEMP";"Cabourg";8.275;7.845;7.41;9.0525
"Winter";2014;"TEMP";"Digue de Querqueville";9.61666666666667;8.81;8.525;10.305
"Winter";2014;"TEMP";"Donville";9.32666666666667;8.42;7.54;10.66
"Winter";2014;"TEMP";"Géfosse";8.64666666666667;9;7.82;9.65
"Winter";2014;"TEMP";"StCast_Hebihens";9.87571428571429;9.9;8.655;10.675
"Winter";2014;"TURB";"Antifer";6.5;7.1;6.05;7.55
"Winter";2014;"TURB";"At so";9.37;9.37;9.005;9.735
"Winter";2014;"TURB";"Cabourg";7.95;6.85;5.9;7.575
"Winter";2014;"TURB";"Digue de Querqueville";3.63333333333333;2.5;2.35;4.35
"Winter";2014;"TURB";"Donville";10.4133333333333;2.5;1.62;15.25
"Winter";2014;"TURB";"Géfosse";4.57333333333333;4.52;4.01;5.11
"Winter";2014;"TURB";"StCast_Hebihens";3.82857142857143;3.3;2.9;5.2
"Winter";2015;"NH4";"Antifer";1.2425;1.06;0.71;1.5925
"Winter";2015;"NH4";"At so";1.395;1.395;1.1475;1.6425
"Winter";2015;"NH4";"Cabourg";2.525;2;1.6775;2.8475
"Winter";2015;"NH4";"Digue de Querqueville";0.365666666666667;0.3;0.3;0.3985
"Winter";2015;"NH4";"Donville";0.87;0.4;0.35;1.155
"Winter";2015;"NH4";"Géfosse";1.112;0.92;0.65;1.56
"Winter";2015;"NH4";"StCast_Hebihens";0.13;0.13;0.105;0.155
"Winter";2015;"NO3+NO2";"Antifer";39.775;37.4;26.85;50.325
"Winter";2015;"NO3+NO2";"At so";27.3;27.3;26;28.6
"Winter";2015;"NO3+NO2";"Cabourg";43.8;37.1;28.075;52.825
"Winter";2015;"NO3+NO2";"Digue de Querqueville";9.51;9.1;8.765;10.05
"Winter";2015;"NO3+NO2";"Donville";15.1;14;13.6;16.05
"Winter";2015;"NO3+NO2";"Géfosse";21.64;18.7;17.9;26.8
"Winter";2015;"NO3+NO2";"StCast_Hebihens";8.85;8.85;8.325;9.375
"Winter";2015;"OXYGENE";"Antifer";9.165;9.25;9.075;9.34
"Winter";2015;"OXYGENE";"At so";9.295;9.295;9.1525;9.4375
"Winter";2015;"OXYGENE";"Cabourg";9.288;9.2;9.1;9.5
"Winter";2015;"OXYGENE";"Digue de Querqueville";8.8;8.7;8.35;9.2
"Winter";2015;"OXYGENE";"Donville";8.95333333333333;9.1;8.75;9.23
"Winter";2015;"OXYGENE";"Géfosse";8.86333333333333;8.85;8.725;9.05
"Winter";2015;"OXYGENE";"StCast_Hebihens";8.774;8.95;8.54;9
"Winter";2015;"PO4";"Antifer";0.935;0.91;0.885;0.96
"Winter";2015;"PO4";"At so";0.76;0.76;0.75;0.77
"Winter";2015;"PO4";"Cabourg";0.92125;0.9475;0.9;0.96875
"Winter";2015;"PO4";"Digue de Querqueville";0.508333333333333;0.495;0.4925;0.5175
"Winter";2015;"PO4";"Donville";0.753333333333333;0.59;0.575;0.85
"Winter";2015;"PO4";"Géfosse";0.664;0.66;0.62;0.72
"Winter";2015;"PO4";"StCast_Hebihens";0.445;0.445;0.4425;0.4475
"Winter";2015;"SALI";"Antifer";32.1825;32.35;31.4575;33.075
"Winter";2015;"SALI";"At so";33.5;33.5;33.45;33.55
"Winter";2015;"SALI";"Cabourg";32.302;32.6;32.41;33.5
"Winter";2015;"SALI";"Digue de Querqueville";34.63;34.69;34.445;34.845
"Winter";2015;"SALI";"Donville";34.5633333333333;34.7;34.35;34.845
"Winter";2015;"SALI";"Géfosse";33.6716666666667;33.7;33.625;33.7225
"Winter";2015;"SALI";"StCast_Hebihens";34.9671428571429;35;34.755;35.18
"Winter";2015;"SIOH";"Antifer";20.5;19;15.75;23.75
"Winter";2015;"SIOH";"At so";12.8;12.8;12.25;13.35
"Winter";2015;"SIOH";"Cabourg";24.325;23.65;19.55;28.425
"Winter";2015;"SIOH";"Digue de Querqueville";5.35;5.33;4.915;5.775
"Winter";2015;"SIOH";"Donville";11.3733333333333;8.52;8.46;12.86
"Winter";2015;"SIOH";"Géfosse";12.4;12;11.2;12.2
"Winter";2015;"SIOH";"StCast_Hebihens";5.3;5.3;5;5.6
"Winter";2015;"TEMP";"Antifer";9.2575;8.885;8.255;9.8875
"Winter";2015;"TEMP";"At so";9.25;9.25;8.675;9.825
"Winter";2015;"TEMP";"Cabourg";9.246;8.59;8.11;10.4
"Winter";2015;"TEMP";"Digue de Querqueville";10.6;9.53;9.5;11.165
"Winter";2015;"TEMP";"Donville";9.04;8.36;8.26;9.48
"Winter";2015;"TEMP";"Géfosse";9.79666666666667;9.26;8.6975;10.6475
"Winter";2015;"TEMP";"StCast_Hebihens";10.2471428571429;9.73;8.915;11.585
"Winter";2015;"TURB";"Antifer";4.4;4.35;4.1;4.65
"Winter";2015;"TURB";"At so";17.95;17.95;16.675;19.225
"Winter";2015;"TURB";"Cabourg";6.156;6.6;4.78;7
"Winter";2015;"TURB";"Digue de Querqueville";2.92666666666667;1.98;1.69;3.69
"Winter";2015;"TURB";"Donville";11.07;2.71;2.605;15.355
"Winter";2015;"TURB";"Géfosse";6.62666666666667;7.1;4.345;8.1
"Winter";2015;"TURB";"StCast_Hebihens";6.95714285714286;2.7;1.55;5
"Winter";2016;"NH4";"Antifer";1.18283333333333;1.046;0.77625;1.465
"Winter";2016;"NH4";"At so";2.3275;2.43;1.5875;3.17
"Winter";2016;"NH4";"Cabourg";2.20666666666667;2.225;1.6875;2.6875
"Winter";2016;"NH4";"Digue de Querqueville";0.318833333333333;0.31;0.3;0.32075
"Winter";2016;"NH4";"Donville";0.319666666666667;0.327;0.3135;0.3295
"Winter";2016;"NH4";"Géfosse";1.66133333333333;1.52;1.0295;2.315
"Winter";2016;"NH4";"StCast_Hebihens";0.178333333333333;0.145;0.14;0.2025
"Winter";2016;"NO3+NO2";"Antifer";31.1666666666667;28;26.475;34.1
"Winter";2016;"NO3+NO2";"At so";21.35;21.25;20.85;21.75
"Winter";2016;"NO3+NO2";"Cabourg";44.6166666666667;41.35;32.8;49.75
"Winter";2016;"NO3+NO2";"Digue de Querqueville";13.6;13.7;12.325;14.25
"Winter";2016;"NO3+NO2";"Donville";9.33;9.37;8.545;10.135
"Winter";2016;"NO3+NO2";"Géfosse";32.3833333333333;25.85;23.6;28.1
"Winter";2016;"NO3+NO2";"StCast_Hebihens";7.58333333333333;7.35;6.975;8.25
"Winter";2016;"OXYGENE";"Antifer";10.1383333333333;9.365;9.165;11.3425
"Winter";2016;"OXYGENE";"At so";10.26;9.96;9.865;10.355
"Winter";2016;"OXYGENE";"Cabourg";8.96666666666667;9.25;8.75;9.345
"Winter";2016;"OXYGENE";"Digue de Querqueville";8.67;8.61;8.4;9
"Winter";2016;"OXYGENE";"Donville";9.20666666666667;9.22;9.01;9.41
"Winter";2016;"OXYGENE";"Géfosse";9.25833333333333;9.345;9.165;9.3975
"Winter";2016;"OXYGENE";"StCast_Hebihens";8.69333333333333;8.71;8.3975;8.97
"Winter";2016;"PO4";"Antifer";0.871666666666667;0.8735;0.8285;0.89975
"Winter";2016;"PO4";"At so";0.635;0.64;0.6175;0.6575
"Winter";2016;"PO4";"Cabourg";1.01066666666667;0.9585;0.89225;1.018
"Winter";2016;"PO4";"Digue de Querqueville";0.588666666666667;0.5845;0.5735;0.6135
"Winter";2016;"PO4";"Donville";0.505666666666667;0.5;0.4935;0.515
"Winter";2016;"PO4";"Géfosse";0.872;0.813;0.78275;0.934
"Winter";2016;"PO4";"StCast_Hebihens";0.461666666666667;0.47;0.44;0.4775
"Winter";2016;"SALI";"Antifer";33.13;33.37;32.805;33.56
"Winter";2016;"SALI";"At so";34.225;34.25;34.175;34.3
"Winter";2016;"SALI";"Cabourg";32.295;32.34;31.54;32.825
"Winter";2016;"SALI";"Digue de Querqueville";34.3916666666667;34.585;34.2875;34.695
"Winter";2016;"SALI";"Donville";35.02;34.9;34.83;35.15
"Winter";2016;"SALI";"Géfosse";33.19;33.225;33.065;33.2575
"Winter";2016;"SALI";"StCast_Hebihens";35.2485714285714;35.28;35.09;35.365
"Winter";2016;"SIOH";"Antifer";15.3833333333333;14.1;12.925;17.15
"Winter";2016;"SIOH";"At so";10.5325;10.745;9.4775;11.8
"Winter";2016;"SIOH";"Cabourg";24.5666666666667;22.65;20.975;24.325
"Winter";2016;"SIOH";"Digue de Querqueville";7.345;6.94;6.785;7.2075
"Winter";2016;"SIOH";"Donville";6.98666666666667;7.12;6.65;7.39
"Winter";2016;"SIOH";"Géfosse";19.1666666666667;15.75;15.175;16.7
"Winter";2016;"SIOH";"StCast_Hebihens";4;3.95;3.75;4.15
"Winter";2016;"TEMP";"Antifer";8.78666666666667;8.445;7.5525;9.7725
"Winter";2016;"TEMP";"At so";6.7;6.6;5.85;7.45
"Winter";2016;"TEMP";"Cabourg";7.91166666666667;7.19;7.03;8.7525
"Winter";2016;"TEMP";"Digue de Querqueville";10.0433333333333;9.795;9.085;11.1875
"Winter";2016;"TEMP";"Donville";8.72333333333333;8.1;7.935;9.2
"Winter";2016;"TEMP";"Géfosse";8.075;7.465;7.005;9.2825
"Winter";2016;"TEMP";"StCast_Hebihens";9.57714285714286;9.69;8.625;10.42
"Winter";2016;"TURB";"Antifer";3.29333333333333;2.915;2.07;3.7075
"Winter";2016;"TURB";"At so";13.46;14.3;11.76;16
"Winter";2016;"TURB";"Cabourg";6.00333333333333;5.69;3.07;7.8525
"Winter";2016;"TURB";"Digue de Querqueville";2.38333333333333;2.745;1.8175;2.8625
"Winter";2016;"TURB";"Donville";1.16633333333333;1.23;1.0345;1.33
"Winter";2016;"TURB";"Géfosse";8.275;7.95;3.1975;12.8
"Winter";2016;"TURB";"StCast_Hebihens";2.51428571428571;2;0.9;2.95
"Winter";2017;"NH4";"Antifer";2.524;2.61;2.12;3.02
"Winter";2017;"NH4";"At so";1.4475;1.4475;0.96125;1.93375
"Winter";2017;"NH4";"Cabourg";2.74833333333333;2.645;1.53;4.0075
"Winter";2017;"NH4";"Digue de Querqueville";0.328;0.32;0.25;0.37
"Winter";2017;"NH4";"Donville";1.235;1.235;0.7275;1.7425
"Winter";2017;"NH4";"Géfosse";1.474;0.74;0.5;1.95
"Winter";2017;"NH4";"StCast_Hebihens";0.18;0.12;0.11;0.19
"Winter";2017;"NO3+NO2";"Antifer";68.662;67.42;59.98;68.98
"Winter";2017;"NO3+NO2";"At so";26.9075;26.9075;21.78125;32.03375
"Winter";2017;"NO3+NO2";"Cabourg";60.7783333333333;50.72;44.3525;80.315
"Winter";2017;"NO3+NO2";"Digue de Querqueville";13.852;10.45;10.25;12.75
"Winter";2017;"NO3+NO2";"Donville";34.135;34.135;28.2525;40.0175
"Winter";2017;"NO3+NO2";"Géfosse";34.542;33.86;27.37;35.95
"Winter";2017;"NO3+NO2";"StCast_Hebihens";12.925;12.75;12.325;13.35
"Winter";2017;"OXYGENE";"Antifer";7.508;7.69;5.22;9.61
"Winter";2017;"OXYGENE";"At so";9.765;9.765;9.6575;9.8725
"Winter";2017;"OXYGENE";"Cabourg";8.99333333333333;9.08;8.8075;9.3
"Winter";2017;"OXYGENE";"Digue de Querqueville";8.74;8.735;8.57;8.905
"Winter";2017;"OXYGENE";"Donville";9.405;9.405;9.3675;9.4425
"Winter";2017;"OXYGENE";"Géfosse";9.022;9.12;8.73;9.32
"Winter";2017;"OXYGENE";"StCast_Hebihens";8.715;8.87;8.645;8.94
"Winter";2017;"PO4";"Antifer";1.14;1.19;1.11;1.25
"Winter";2017;"PO4";"At so";0.555;0.555;0.4575;0.6525
"Winter";2017;"PO4";"Cabourg";1.06;1.07;0.985;1.125
"Winter";2017;"PO4";"Digue de Querqueville";0.528;0.5;0.5;0.55
"Winter";2017;"PO4";"Donville";0.635;0.635;0.5875;0.6825
"Winter";2017;"PO4";"Géfosse";0.812;0.8;0.79;0.87
"Winter";2017;"PO4";"StCast_Hebihens";0.5075;0.515;0.49;0.5325
"Winter";2017;"SALI";"Antifer";28.958;29.54;28.44;29.95
"Winter";2017;"SALI";"At so";32.8;32.8;32.35;33.25
"Winter";2017;"SALI";"Cabourg";30.83;31.31;30.8175;31.3525
"Winter";2017;"SALI";"Digue de Querqueville";34.432;34.76;34.47;34.83
"Winter";2017;"SALI";"Donville";33.555;33.555;33.2325;33.8775
"Winter";2017;"SALI";"Géfosse";31.966;32.65;32.16;32.81
"Winter";2017;"SALI";"StCast_Hebihens";34.856;34.96;34.8;35
"Winter";2017;"SIOH";"Antifer";35.2;35;34;36
"Winter";2017;"SIOH";"At so";15.5775;15.5775;14.10875;17.04625
"Winter";2017;"SIOH";"Cabourg";31;27.5;26.25;36.25
"Winter";2017;"SIOH";"Digue de Querqueville";6.98;5.8;4.8;6.7
"Winter";2017;"SIOH";"Donville";16.8;16.8;13.2;20.4
"Winter";2017;"SIOH";"Géfosse";19.42;16.7;16.1;20
"Winter";2017;"SIOH";"StCast_Hebihens";6.5;6.15;6.025;6.625
"Winter";2017;"TEMP";"Antifer";8.38;8.63;8.28;8.64
"Winter";2017;"TEMP";"At so";7.1;7.1;6.9;7.3
"Winter";2017;"TEMP";"Cabourg";8.665;8.705;8.2075;8.925
"Winter";2017;"TEMP";"Digue de Querqueville";9.842;10.09;9.69;10.17
"Winter";2017;"TEMP";"Donville";7.93;7.93;7.765;8.095
"Winter";2017;"TEMP";"Géfosse";8.048;9;7.11;9.08
"Winter";2017;"TEMP";"StCast_Hebihens";9.298;9.5;9.26;9.53
"Winter";2017;"TURB";"Antifer";8.452;7.84;7.4;8.85
"Winter";2017;"TURB";"At so";23.25;23.25;22.975;23.525
"Winter";2017;"TURB";"Cabourg";8.74666666666667;8.275;7.1475;10.8125
"Winter";2017;"TURB";"Digue de Querqueville";2.726;2.88;2.75;2.93
"Winter";2017;"TURB";"Donville";6.23;6.23;6.105;6.355
"Winter";2017;"TURB";"Géfosse";13.42;6.31;5.5;11.5
"Winter";2017;"TURB";"StCast_Hebihens";9.04;8.4;8.2;10.4
"Winter";2018;"NH4";"Antifer";1.284;0.94;0.7;1.84
"Winter";2018;"NH4";"At so";2.3725;2.385;1.0875;3.67
"Winter";2018;"NH4";"Cabourg";2.12;1.9;1.72;2.62
"Winter";2018;"NH4";"Digue de Querqueville";0.232;0.21;0.21;0.24
"Winter";2018;"NH4";"Donville";1.13666666666667;0.48;0.315;1.63
"Winter";2018;"NH4";"Géfosse";1.435;1.19;0.6225;2.1475
"Winter";2018;"NH4";"StCast_Hebihens";0.296666666666667;0.275;0.2225;0.3725
"Winter";2018;"NO3+NO2";"Antifer";43.11;31.16;26.97;64
"Winter";2018;"NO3+NO2";"At so";16.475;16.685;13.785;19.375
"Winter";2018;"NO3+NO2";"Cabourg";60.634;53;47.7;75.47
"Winter";2018;"NO3+NO2";"Digue de Querqueville";11.864;11;11;14.01
"Winter";2018;"NO3+NO2";"Donville";27.0066666666667;10.56;9.01;36.78
"Winter";2018;"NO3+NO2";"Géfosse";24.1683333333333;24.21;20.105;29.3275
"Winter";2018;"NO3+NO2";"StCast_Hebihens";8.86666666666667;9.3;8.375;9.475
"Winter";2018;"OXYGENE";"Antifer";9.142;8.95;8.72;9.52
"Winter";2018;"OXYGENE";"At so";9.825;9.785;9.5675;10.0425
"Winter";2018;"OXYGENE";"Cabourg";8.506;8.9;8.36;8.97
"Winter";2018;"OXYGENE";"Digue de Querqueville";9.198;9.21;9.15;9.4
"Winter";2018;"OXYGENE";"Donville";9.34666666666667;9.43;9.185;9.55
"Winter";2018;"OXYGENE";"Géfosse";9.34;9.1;9.08;9.4
"Winter";2018;"OXYGENE";"StCast_Hebihens";9.09714285714286;9.07;8.99;9.215
"Winter";2018;"PO4";"Antifer";0.798;0.81;0.77;0.85
"Winter";2018;"PO4";"At so";0.6025;0.62;0.5825;0.64
"Winter";2018;"PO4";"Cabourg";0.894;0.9;0.9;0.93
"Winter";2018;"PO4";"Digue de Querqueville";0.476;0.48;0.42;0.54
"Winter";2018;"PO4";"Donville";0.53;0.48;0.455;0.58
"Winter";2018;"PO4";"Géfosse";0.613333333333333;0.595;0.5075;0.705
"Winter";2018;"PO4";"StCast_Hebihens";0.483333333333333;0.485;0.4575;0.52
"Winter";2018;"SALI";"Antifer";31.716;32.7;29.98;32.86
"Winter";2018;"SALI";"At so";33.575;33.55;33.375;33.75
"Winter";2018;"SALI";"Cabourg";31.328;31.38;30.91;31.69
"Winter";2018;"SALI";"Digue de Querqueville";34.544;34.63;34.48;34.69
"Winter";2018;"SALI";"Donville";33.78;34.75;33.215;34.83
"Winter";2018;"SALI";"Géfosse";33;33.17;32.7475;33.285
"Winter";2018;"SALI";"StCast_Hebihens";34.7828571428571;34.78;34.7;34.86
"Winter";2018;"SIOH";"Antifer";19.86;15.9;15.8;25.2
"Winter";2018;"SIOH";"At so";12.44875;12.6775;12.2325;12.89375
"Winter";2018;"SIOH";"Cabourg";29.436;27.88;27.6;34.4
"Winter";2018;"SIOH";"Digue de Querqueville";6.252;5;4.99;7.87
"Winter";2018;"SIOH";"Donville";15.37;6.91;6.355;20.155
"Winter";2018;"SIOH";"Géfosse";13.8833333333333;14.595;11.5975;15.8
"Winter";2018;"SIOH";"StCast_Hebihens";5.21666666666667;5.25;4.9;5.45
"Winter";2018;"TEMP";"Antifer";8.864;8.59;8.47;9.23
"Winter";2018;"TEMP";"At so";8.225;8.05;7.2;9.075
"Winter";2018;"TEMP";"Cabourg";7.834;7.64;7.16;8.45
"Winter";2018;"TEMP";"Digue de Querqueville";9.838;9.29;9.15;9.85
"Winter";2018;"TEMP";"Donville";8.90333333333333;9.41;8.385;9.675
"Winter";2018;"TEMP";"Géfosse";8.872;8.15;8.04;9.71
"Winter";2018;"TEMP";"StCast_Hebihens";9.95;9.97;9.165;10.415
"Winter";2018;"TURB";"Antifer";3.176;2.6;2.43;3.4
"Winter";2018;"TURB";"At so";19;19.05;16.55;21.5
"Winter";2018;"TURB";"Cabourg";7.006;7.92;3.87;8.1
"Winter";2018;"TURB";"Digue de Querqueville";1.5848;1.8;1.76;1.82
"Winter";2018;"TURB";"Donville";5.27333333333333;4.52;4.495;5.675
"Winter";2018;"TURB";"Géfosse";6.41;3.04;2.12;3.84
"Winter";2018;"TURB";"StCast_Hebihens";3.72857142857143;2.2;1.2;4.85
"Winter";2019;"NH4";"Antifer";1.7905;1.7905;1.29575;2.28525
"Winter";2019;"NH4";"At so";1.72;1.72;1.72;1.72
"Winter";2019;"NH4";"Cabourg";1.56;1.56;1.415;1.705
"Winter";2019;"NH4";"Digue de Querqueville";0.6075;0.6075;0.49575;0.71925
"Winter";2019;"NH4";"Donville";0.26;0.26;0.26;0.26
"Winter";2019;"NH4";"Géfosse";1.174;1.174;0.966;1.382
"Winter";2019;"NO3+NO2";"Antifer";36.07;36.07;28.57;43.57
"Winter";2019;"NO3+NO2";"At so";21.73;21.73;21.73;21.73
"Winter";2019;"NO3+NO2";"Cabourg";56.455;56.455;44.8375;68.0725
"Winter";2019;"NO3+NO2";"Digue de Querqueville";10.865;10.865;10.7475;10.9825
"Winter";2019;"NO3+NO2";"Donville";13.01;13.01;13.01;13.01
"Winter";2019;"NO3+NO2";"Géfosse";24.745;24.745;23.1925;26.2975
"Winter";2019;"OXYGENE";"Antifer";8.935;8.935;8.7075;9.1625
"Winter";2019;"OXYGENE";"At so";9.39;9.39;9.39;9.39
"Winter";2019;"OXYGENE";"Cabourg";8.88;8.88;8.85;8.91
"Winter";2019;"OXYGENE";"Digue de Querqueville";8.54;8.54;8.505;8.575
"Winter";2019;"OXYGENE";"Donville";8.7;8.7;8.7;8.7
"Winter";2019;"OXYGENE";"Géfosse";8.915;8.915;8.8475;8.9825
"Winter";2019;"OXYGENE";"StCast_Hebihens";8.895;8.895;8.6825;9.1075
"Winter";2019;"PO4";"Antifer";1.0125;1.0125;0.90875;1.11625
"Winter";2019;"PO4";"At so";0.64;0.64;0.64;0.64
"Winter";2019;"PO4";"Cabourg";0.8655;0.8655;0.84175;0.88925
"Winter";2019;"PO4";"Digue de Querqueville";0.447;0.447;0.4455;0.4485
"Winter";2019;"PO4";"Donville";0.469;0.469;0.469;0.469
"Winter";2019;"PO4";"Géfosse";0.6485;0.6485;0.62475;0.67225
"Winter";2019;"SALI";"Antifer";32.19;32.19;31.49;32.89
"Winter";2019;"SALI";"At so";33.3;33.3;33.3;33.3
"Winter";2019;"SALI";"Cabourg";32.71;32.71;32.645;32.775
"Winter";2019;"SALI";"Digue de Querqueville";34.81;34.81;34.76;34.86
"Winter";2019;"SALI";"Donville";34.77;34.77;34.77;34.77
"Winter";2019;"SALI";"Géfosse";32.695;32.695;32.6025;32.7875
"Winter";2019;"SALI";"StCast_Hebihens";34.5566666666667;34.56;34.505;34.61
"Winter";2019;"SIOH";"Antifer";21.3;21.3;17.55;25.05
"Winter";2019;"SIOH";"At so";13.1;13.1;13.1;13.1
"Winter";2019;"SIOH";"Cabourg";25.52;25.52;22.73;28.31
"Winter";2019;"SIOH";"Digue de Querqueville";5.605;5.605;5.4525;5.7575
"Winter";2019;"SIOH";"Donville";8.3;8.3;8.3;8.3
"Winter";2019;"SIOH";"Géfosse";16.25;16.25;14.525;17.975
"Winter";2019;"TEMP";"Antifer";10.12;10.12;9.695;10.545
"Winter";2019;"TEMP";"At so";9.4;9.4;9.4;9.4
"Winter";2019;"TEMP";"Cabourg";9.5;9.5;9.45;9.55
"Winter";2019;"TEMP";"Digue de Querqueville";11.39;11.39;11.24;11.54
"Winter";2019;"TEMP";"Donville";10.1;10.1;10.1;10.1
"Winter";2019;"TEMP";"Géfosse";9.99;9.99;9.935;10.045
"Winter";2019;"TEMP";"StCast_Hebihens";11.0066666666667;10.61;10.335;11.48
"Winter";2019;"TURB";"Antifer";6.5;6.5;4.05;8.95
"Winter";2019;"TURB";"At so";8.02;8.02;8.02;8.02
"Winter";2019;"TURB";"Cabourg";6.8;6.8;5.2;8.4
"Winter";2019;"TURB";"Digue de Querqueville";3.815;3.815;3.4475;4.1825
"Winter";2019;"TURB";"Donville";0.8;0.8;0.8;0.8
